"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","pid","seed","gun_key","nogun_key","left_obj","right_obj","stimulus","rt_from_start","correct","constrast","obj_type","face_id","obj_id"
"807","69","sequential-priming","11","79893","0.0-3.0-8.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-003-002-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","1207","false","high","gun","SHINEd_Hi_WM-003-002-N.png","gun_18.png"
"","","sequential-priming","12","82828","0.0-3.0-9.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-004-010-N.png"",""./GrayNonguns/wallet_8.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-004-010-N.png","wallet_8.png"
"","","sequential-priming","13","85748","0.0-3.0-10.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-242-011-N.png"",""./GrayNonguns/tool_1.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-242-011-N.png","tool_1.png"
"","","sequential-priming","14","88664","0.0-3.0-11.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-205-007-N.png"",""./GrayGuns/gun_19.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-205-007-N.png","gun_19.png"
"","","sequential-priming","15","91583","0.0-3.0-12.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-028-003-N.png"",""./GrayGuns/gun_7.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-028-003-N.png","gun_7.png"
"","","sequential-priming","16","94500","0.0-3.0-13.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-002-009-N.png"",""./GrayGuns/gun_6.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-002-009-N.png","gun_6.png"
"","","sequential-priming","17","97416","0.0-3.0-14.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-208-068-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-208-068-N.png","gun_18.png"
"","","sequential-priming","18","100337","0.0-3.0-15.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-019-003-N.png"",""./GrayNonguns/cell_8.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-019-003-N.png","cell_8.png"
"","","sequential-priming","19","103254","0.0-3.0-16.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-031-003-N.png"",""./GrayNonguns/cell_2.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-031-003-N.png","cell_2.png"
"","","sequential-priming","20","106172","0.0-3.0-17.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-011-002-N.png"",""./GrayNonguns/keys_8.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-011-002-N.png","keys_8.png"
"","","sequential-priming","21","109090","0.0-3.0-18.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-238-020-N.png"",""./GrayNonguns/wallet_7.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-238-020-N.png","wallet_7.png"
"","","sequential-priming","22","112008","0.0-3.0-19.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-028-003-N.png"",""./GrayNonguns/tool_5.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-028-003-N.png","tool_5.png"
"","","sequential-priming","23","114927","0.0-3.0-20.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-035-032-N.png"",""./GrayGuns/gun_1.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-035-032-N.png","gun_1.png"
"","","sequential-priming","24","117846","0.0-3.0-21.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-036-031-N.png"",""./GrayGuns/gun_16.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-036-031-N.png","gun_16.png"
"","","sequential-priming","25","120767","0.0-3.0-22.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-233-106-N.png"",""./GrayGuns/gun_15.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-233-106-N.png","gun_15.png"
"","","sequential-priming","26","123684","0.0-3.0-23.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-035-032-N.png"",""./GrayNonguns/wallet_5.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-035-032-N.png","wallet_5.png"
"","","sequential-priming","27","126600","0.0-3.0-24.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-039-018-N.png"",""./GrayNonguns/keys_4.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-039-018-N.png","keys_4.png"
"","","sequential-priming","28","129517","0.0-3.0-25.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-250-157-N.png"",""./GrayGuns/gun_8.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-250-157-N.png","gun_8.png"
"","","sequential-priming","29","132434","0.0-3.0-26.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-238-020-N.png"",""./GrayGuns/gun_16.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-238-020-N.png","gun_16.png"
"","","sequential-priming","30","135354","0.0-3.0-27.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-256-138-N.png"",""./GrayGuns/gun_10.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-256-138-N.png","gun_10.png"
"","","sequential-priming","31","138276","0.0-3.0-28.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-003-002-N.png"",""./GrayNonguns/keys_2.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-003-002-N.png","keys_2.png"
"","","sequential-priming","32","141198","0.0-3.0-29.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-251-002-N.png"",""./GrayGuns/gun_7.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-251-002-N.png","gun_7.png"
"","","sequential-priming","33","144209","0.0-3.0-30.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-224-197-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-224-197-N.png","gun_18.png"
"","","sequential-priming","34","147142","0.0-3.0-31.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-004-010-N.png"",""./GrayGuns/gun_11.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-004-010-N.png","gun_11.png"
"","","sequential-priming","35","150064","0.0-3.0-32.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-038-003-N.png"",""./GrayGuns/gun_8.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-038-003-N.png","gun_8.png"
"","","sequential-priming","36","152986","0.0-3.0-33.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-233-106-N.png"",""./GrayGuns/gun_7.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-233-106-N.png","gun_7.png"
"","","sequential-priming","37","155903","0.0-3.0-34.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-015-002-N*.png"",""./GrayGuns/gun_6.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-015-002-N*.png","gun_6.png"
"","","sequential-priming","38","158820","0.0-3.0-35.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-207-048-N.png"",""./GrayGuns/gun_2.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-207-048-N.png","gun_2.png"
"","","sequential-priming","39","161739","0.0-3.0-36.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-028-003-N.png"",""./GrayNonguns/tool_6.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-028-003-N.png","tool_6.png"
"","","sequential-priming","40","164661","0.0-3.0-37.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-029-023-N.png"",""./GrayNonguns/keys_8.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-029-023-N.png","keys_8.png"
"","","sequential-priming","41","167582","0.0-3.0-38.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-039-018-N.png"",""./GrayNonguns/wallet_6.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-039-018-N.png","wallet_6.png"
"","","sequential-priming","42","170505","0.0-3.0-39.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-258-125-N.png"",""./GrayGuns/gun_17.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-258-125-N.png","gun_17.png"
"","","sequential-priming","43","173429","0.0-3.0-40.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-208-068-N.png"",""./GrayGuns/gun_5.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-208-068-N.png","gun_5.png"
"","","sequential-priming","44","176344","0.0-3.0-41.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-006-002-N.png"",""./GrayGuns/gun_5.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-006-002-N.png","gun_5.png"
"","","sequential-priming","45","179262","0.0-3.0-42.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-034-030-N.png"",""./GrayGuns/gun_20.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-034-030-N.png","gun_20.png"
"","","sequential-priming","46","182182","0.0-3.0-43.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-212-097-N.png"",""./GrayGuns/gun_4.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-212-097-N.png","gun_4.png"
"","","sequential-priming","47","185101","0.0-3.0-44.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-207-048-N.png"",""./GrayGuns/gun_6.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-207-048-N.png","gun_6.png"
"","","sequential-priming","48","188024","0.0-3.0-45.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-017-002-N.png"",""./GrayNonguns/keys_5.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-017-002-N.png","keys_5.png"
"","","sequential-priming","49","190943","0.0-3.0-46.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-254-152-N.png"",""./GrayGuns/gun_20.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-254-152-N.png","gun_20.png"
"","","sequential-priming","50","193863","0.0-3.0-47.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-222-057-N.png"",""./GrayNonguns/keys_1.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-222-057-N.png","keys_1.png"
"","","sequential-priming","51","196777","0.0-3.0-48.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-013-001-N.png"",""./GrayNonguns/cell_8.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-013-001-N.png","cell_8.png"
"","","sequential-priming","52","199696","0.0-3.0-49.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-014-002-N*.png"",""./GrayNonguns/keys_6.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-014-002-N*.png","keys_6.png"
"","","sequential-priming","53","202615","0.0-3.0-50.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-032-001-N.png"",""./GrayNonguns/tool_7.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-032-001-N.png","tool_7.png"
"","","sequential-priming","54","205537","0.0-3.0-51.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-249-239-N.png"",""./GrayNonguns/wallet_1.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-249-239-N.png","wallet_1.png"
"","","sequential-priming","55","208457","0.0-3.0-52.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-208-068-N.png"",""./GrayGuns/gun_17.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-208-068-N.png","gun_17.png"
"","","sequential-priming","56","211384","0.0-3.0-53.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-243-107-N.png"",""./GrayGuns/gun_11.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-243-107-N.png","gun_11.png"
"","","sequential-priming","57","214305","0.0-3.0-54.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-012-001-N.png"",""./GrayGuns/gun_1.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-012-001-N.png","gun_1.png"
"","","sequential-priming","58","217225","0.0-3.0-55.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-257-161-N.png"",""./GrayGuns/gun_16.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-257-161-N.png","gun_16.png"
"","","sequential-priming","59","220147","0.0-3.0-56.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-013-001-N.png"",""./GrayGuns/gun_9.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-013-001-N.png","gun_9.png"
"","","sequential-priming","60","223066","0.0-3.0-57.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-041-021-N.png"",""./GrayNonguns/wallet_1.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-041-021-N.png","wallet_1.png"
"","","sequential-priming","61","225988","0.0-3.0-58.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-206-045-N.png"",""./GrayNonguns/wallet_5.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-206-045-N.png","wallet_5.png"
"","","sequential-priming","62","228908","0.0-3.0-59.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-238-020-N.png"",""./GrayNonguns/tool_4.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-238-020-N.png","tool_4.png"
"","","sequential-priming","63","231830","0.0-3.0-60.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-253-119-N.png"",""./GrayGuns/gun_12.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-253-119-N.png","gun_12.png"
"","","sequential-priming","64","234749","0.0-3.0-61.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-218-074-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-218-074-N.png","gun_18.png"
"","","sequential-priming","65","237670","0.0-3.0-62.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-230-131-N.png"",""./GrayNonguns/keys_2.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-230-131-N.png","keys_2.png"
"","","sequential-priming","66","240590","0.0-3.0-63.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-205-007-N.png"",""./GrayGuns/gun_19.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-205-007-N.png","gun_19.png"
"","","sequential-priming","67","243511","0.0-3.0-64.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-028-003-N.png"",""./GrayGuns/gun_17.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-028-003-N.png","gun_17.png"
"","","sequential-priming","68","246430","0.0-3.0-65.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-036-031-N.png"",""./GrayNonguns/wallet_1.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-036-031-N.png","wallet_1.png"
"","","sequential-priming","69","249351","0.0-3.0-66.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-012-001-N.png"",""./GrayNonguns/keys_4.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-012-001-N.png","keys_4.png"
"","","sequential-priming","70","252273","0.0-3.0-67.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-258-125-N.png"",""./GrayNonguns/tool_6.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-258-125-N.png","tool_6.png"
"","","sequential-priming","71","255190","0.0-3.0-68.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-205-007-N.png"",""./GrayGuns/gun_2.png"",""MaskReal.png""]","","","high","gun","SHINEd_Hi_WM-205-007-N.png","gun_2.png"
"","","sequential-priming","72","258110","0.0-3.0-69.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-225-127-N.png"",""./GrayGuns/gun_4.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-225-127-N.png","gun_4.png"
"","","sequential-priming","73","261030","0.0-3.0-70.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-251-002-N.png"",""./GrayNonguns/wallet_3.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-251-002-N.png","wallet_3.png"
"","","sequential-priming","74","263950","0.0-3.0-71.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-252-224-N.png"",""./GrayGuns/gun_12.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-252-224-N.png","gun_12.png"
"","","sequential-priming","75","266872","0.0-3.0-72.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-033-025-N.png"",""./GrayGuns/gun_15.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-033-025-N.png","gun_15.png"
"","","sequential-priming","76","269793","0.0-3.0-73.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-254-152-N.png"",""./GrayNonguns/cell_7.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-254-152-N.png","cell_7.png"
"","","sequential-priming","77","272709","0.0-3.0-74.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-026-001-N.png"",""./GrayNonguns/cell_5.png"",""MaskReal.png""]","","","low","nogun","SHINEd_Lo_WM-026-001-N.png","cell_5.png"
"","","sequential-priming","78","275629","0.0-3.0-75.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-257-161-N.png"",""./GrayNonguns/cell_4.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-257-161-N.png","cell_4.png"
"","","sequential-priming","79","278549","0.0-3.0-76.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-222-057-N.png"",""./GrayNonguns/wallet_4.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-222-057-N.png","wallet_4.png"
"","","sequential-priming","80","281468","0.0-3.0-77.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-205-007-N.png"",""./GrayGuns/gun_14.png"",""MaskReal.png""]","","","low","gun","SHINEd_Lo_WM-205-007-N.png","gun_14.png"
"","","sequential-priming","81","284387","0.0-3.0-78.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-213-076-N.png"",""./GrayNonguns/tool_8.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-213-076-N.png","tool_8.png"
"","","sequential-priming","82","287306","0.0-3.0-79.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-032-001-N.png"",""./GrayNonguns/cell_4.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-032-001-N.png","cell_4.png"
"","","sequential-priming","83","290227","0.0-3.0-80.0","-1","1492037737665","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-232-070-N.png"",""./GrayNonguns/cell_1.png"",""MaskReal.png""]","","","high","nogun","SHINEd_Hi_WM-232-070-N.png","cell_1.png"
