"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","pid","seed","gun_key","nogun_key","left_obj","right_obj","stimulus","constrast","obj_type","face_id","obj_id","rt_from_start","correct"
"","","sequential-priming","89","274472","0.0-3.0-86.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-238-020-N.png"",""./GrayGuns/gun_9.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-238-020-N.png","gun_9.png","",""
"","","sequential-priming","90","277384","0.0-3.0-87.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-225-127-N.png"",""./GrayGuns/gun_8.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-225-127-N.png","gun_8.png","",""
"","","sequential-priming","91","280297","0.0-3.0-88.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-205-007-N.png"",""./GrayNonguns/wallet_3.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-205-007-N.png","wallet_3.png","",""
"","","sequential-priming","92","283211","0.0-3.0-89.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-015-002-N*.png"",""./GrayGuns/gun_19.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-015-002-N*.png","gun_19.png","",""
"","","sequential-priming","93","286124","0.0-3.0-90.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-040-022-N.png"",""./GrayGuns/gun_1.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-040-022-N.png","gun_1.png","",""
"","","sequential-priming","94","289038","0.0-3.0-91.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-033-025-N.png"",""./GrayGuns/gun_19.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-033-025-N.png","gun_19.png","",""
"","","sequential-priming","95","291949","0.0-3.0-92.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-006-002-N.png"",""./GrayGuns/gun_19.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-006-002-N.png","gun_19.png","",""
"","","sequential-priming","96","294859","0.0-3.0-93.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-011-002-N.png"",""./GrayNonguns/tool_4.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-011-002-N.png","tool_4.png","",""
"","","sequential-priming","97","297770","0.0-3.0-94.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-232-070-N.png"",""./GrayNonguns/tool_3.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-232-070-N.png","tool_3.png","",""
"","","sequential-priming","98","300680","0.0-3.0-95.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-251-002-N.png"",""./GrayGuns/gun_17.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-251-002-N.png","gun_17.png","",""
"","","sequential-priming","99","303590","0.0-3.0-96.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-028-003-N.png"",""./GrayGuns/gun_20.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-028-003-N.png","gun_20.png","",""
"","","sequential-priming","100","306501","0.0-3.0-97.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-006-002-N.png"",""./GrayGuns/gun_13.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-006-002-N.png","gun_13.png","",""
"","","sequential-priming","101","309411","0.0-3.0-98.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-039-018-N.png"",""./GrayNonguns/wallet_6.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-039-018-N.png","wallet_6.png","",""
"","","sequential-priming","102","312322","0.0-3.0-99.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-230-131-N.png"",""./GrayGuns/gun_11.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-230-131-N.png","gun_11.png","",""
"","","sequential-priming","103","315230","0.0-3.0-100.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-230-131-N.png"",""./GrayGuns/gun_10.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-230-131-N.png","gun_10.png","",""
"","","sequential-priming","104","318141","0.0-3.0-101.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-253-119-N.png"",""./GrayGuns/gun_13.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-253-119-N.png","gun_13.png","",""
"","","sequential-priming","105","321053","0.0-3.0-102.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-213-076-N.png"",""./GrayNonguns/wallet_1.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-213-076-N.png","wallet_1.png","",""
"","","sequential-priming","106","323962","0.0-3.0-103.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-212-097-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-212-097-N.png","gun_18.png","",""
"","","sequential-priming","107","326874","0.0-3.0-104.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-207-048-N.png"",""./GrayGuns/gun_9.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-207-048-N.png","gun_9.png","",""
"","","sequential-priming","108","329788","0.0-3.0-105.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-031-003-N.png"",""./GrayNonguns/keys_5.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-031-003-N.png","keys_5.png","",""
"","","sequential-priming","109","332704","0.0-3.0-106.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-015-002-N*.png"",""./GrayGuns/gun_20.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-015-002-N*.png","gun_20.png","",""
"","","sequential-priming","110","335614","0.0-3.0-107.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-036-031-N.png"",""./GrayGuns/gun_19.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-036-031-N.png","gun_19.png","",""
"","","sequential-priming","111","338526","0.0-3.0-108.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-238-020-N.png"",""./GrayNonguns/keys_8.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-238-020-N.png","keys_8.png","",""
"","","sequential-priming","112","341441","0.0-3.0-109.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-232-070-N.png"",""./GrayGuns/gun_8.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-232-070-N.png","gun_8.png","",""
"","","sequential-priming","113","344351","0.0-3.0-110.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-257-161-N.png"",""./GrayGuns/gun_16.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-257-161-N.png","gun_16.png","",""
"","","sequential-priming","114","347263","0.0-3.0-111.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-012-001-N.png"",""./GrayGuns/gun_14.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-012-001-N.png","gun_14.png","",""
"","","sequential-priming","115","350172","0.0-3.0-112.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-033-025-N.png"",""./GrayGuns/gun_11.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-033-025-N.png","gun_11.png","",""
"","","sequential-priming","116","353082","0.0-3.0-113.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-039-018-N.png"",""./GrayNonguns/tool_7.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-039-018-N.png","tool_7.png","",""
"","","sequential-priming","117","355993","0.0-3.0-114.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-250-157-N.png"",""./GrayGuns/gun_7.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-250-157-N.png","gun_7.png","",""
"","","sequential-priming","118","358902","0.0-3.0-115.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-254-152-N.png"",""./GrayNonguns/tool_6.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-254-152-N.png","tool_6.png","",""
"","","sequential-priming","119","361810","0.0-3.0-116.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-038-003-N.png"",""./GrayNonguns/keys_7.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-038-003-N.png","keys_7.png","",""
"","","sequential-priming","120","364717","0.0-3.0-117.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-002-009-N.png"",""./GrayNonguns/cell_1.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-002-009-N.png","cell_1.png","",""
"","","sequential-priming","121","367627","0.0-3.0-118.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-233-106-N.png"",""./GrayNonguns/keys_6.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-233-106-N.png","keys_6.png","",""
"","","sequential-priming","122","370536","0.0-3.0-119.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-032-001-N.png"",""./GrayGuns/gun_15.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-032-001-N.png","gun_15.png","",""
"","","sequential-priming","123","373444","0.0-3.0-120.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-014-002-N*.png"",""./GrayGuns/gun_9.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-014-002-N*.png","gun_9.png","",""
"","","sequential-priming","124","376352","0.0-3.0-121.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-019-003-N.png"",""./GrayNonguns/cell_4.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-019-003-N.png","cell_4.png","",""
"","","sequential-priming","125","379262","0.0-3.0-122.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-224-197-N.png"",""./GrayNonguns/tool_3.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-224-197-N.png","tool_3.png","",""
"","","sequential-priming","126","382171","0.0-3.0-123.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-019-003-N.png"",""./GrayNonguns/keys_8.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-019-003-N.png","keys_8.png","",""
"","","sequential-priming","127","385079","0.0-3.0-124.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-014-002-N*.png"",""./GrayGuns/gun_20.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-014-002-N*.png","gun_20.png","",""
"","","sequential-priming","128","387985","0.0-3.0-125.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-232-070-N.png"",""./GrayNonguns/cell_3.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-232-070-N.png","cell_3.png","",""
"","","sequential-priming","129","390896","0.0-3.0-126.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-034-030-N.png"",""./GrayGuns/gun_13.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-034-030-N.png","gun_13.png","",""
"","","sequential-priming","130","393806","0.0-3.0-127.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-208-068-N.png"",""./GrayGuns/gun_15.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-208-068-N.png","gun_15.png","",""
"","","sequential-priming","131","396717","0.0-3.0-128.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-224-197-N.png"",""./GrayGuns/gun_20.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-224-197-N.png","gun_20.png","",""
"","","sequential-priming","132","399626","0.0-3.0-129.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-206-045-N.png"",""./GrayNonguns/keys_3.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-206-045-N.png","keys_3.png","",""
"177","73","sequential-priming","133","402208","0.0-3.0-130.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-010-001-N.png"",""./GrayGuns/gun_7.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-010-001-N.png","gun_7.png","577","true"
"","","sequential-priming","134","405116","0.0-3.0-131.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-252-224-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-252-224-N.png","gun_18.png","",""
"799","73","sequential-priming","135","408320","0.0-3.0-132.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-040-022-N.png"",""./GrayNonguns/keys_1.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-040-022-N.png","keys_1.png","1199","false"
"","","sequential-priming","136","411230","0.0-3.0-133.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-251-002-N.png"",""./GrayNonguns/cell_2.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-251-002-N.png","cell_2.png","",""
"","","sequential-priming","137","414140","0.0-3.0-134.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-015-002-N*.png"",""./GrayGuns/gun_17.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-015-002-N*.png","gun_17.png","",""
"","","sequential-priming","138","417051","0.0-3.0-135.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-225-127-N.png"",""./GrayNonguns/cell_5.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-225-127-N.png","cell_5.png","",""
"","","sequential-priming","139","419963","0.0-3.0-136.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-037-025-N.png"",""./GrayNonguns/tool_1.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-037-025-N.png","tool_1.png","",""
"","","sequential-priming","140","422901","0.0-3.0-137.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-225-127-N.png"",""./GrayGuns/gun_8.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-225-127-N.png","gun_8.png","",""
"","","sequential-priming","141","425816","0.0-3.0-138.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-258-125-N.png"",""./GrayNonguns/keys_5.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-258-125-N.png","keys_5.png","",""
"","","sequential-priming","142","428728","0.0-3.0-139.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-253-119-N.png"",""./GrayGuns/gun_5.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-253-119-N.png","gun_5.png","",""
"","","sequential-priming","143","431646","0.0-3.0-140.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-250-157-N.png"",""./GrayGuns/gun_12.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-250-157-N.png","gun_12.png","",""
"","","sequential-priming","144","434562","0.0-3.0-141.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-230-131-N.png"",""./GrayNonguns/tool_2.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-230-131-N.png","tool_2.png","",""
"","","sequential-priming","145","437479","0.0-3.0-142.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-231-112-N.png"",""./GrayNonguns/tool_8.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-231-112-N.png","tool_8.png","",""
"","","sequential-priming","146","440393","0.0-3.0-143.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-009-002-N.png"",""./GrayGuns/gun_12.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-009-002-N.png","gun_12.png","",""
"","","sequential-priming","147","443308","0.0-3.0-144.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-009-002-N.png"",""./GrayNonguns/keys_4.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-009-002-N.png","keys_4.png","",""
"","","sequential-priming","148","446223","0.0-3.0-145.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-238-020-N.png"",""./GrayGuns/gun_17.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-238-020-N.png","gun_17.png","",""
"","","sequential-priming","149","449135","0.0-3.0-146.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-034-030-N.png"",""./GrayGuns/gun_15.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-034-030-N.png","gun_15.png","",""
"","","sequential-priming","150","452049","0.0-3.0-147.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-206-045-N.png"",""./GrayNonguns/wallet_7.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-206-045-N.png","wallet_7.png","",""
"","","sequential-priming","151","454964","0.0-3.0-148.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-036-031-N.png"",""./GrayNonguns/cell_6.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-036-031-N.png","cell_6.png","",""
"","","sequential-priming","152","457882","0.0-3.0-149.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-220-068-N.png"",""./GrayGuns/gun_6.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-220-068-N.png","gun_6.png","",""
"","","sequential-priming","153","460802","0.0-3.0-150.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-218-074-N.png"",""./GrayGuns/gun_14.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-218-074-N.png","gun_14.png","",""
"","","sequential-priming","154","463720","0.0-3.0-151.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-258-125-N.png"",""./GrayNonguns/keys_8.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-258-125-N.png","keys_8.png","",""
"","","sequential-priming","155","466637","0.0-3.0-152.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-218-074-N.png"",""./GrayNonguns/wallet_4.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-218-074-N.png","wallet_4.png","",""
"","","sequential-priming","156","469554","0.0-3.0-153.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-017-002-N.png"",""./GrayNonguns/keys_7.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-017-002-N.png","keys_7.png","",""
"","","sequential-priming","157","472470","0.0-3.0-154.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-222-057-N.png"",""./GrayNonguns/keys_5.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-222-057-N.png","keys_5.png","",""
"","","sequential-priming","158","475383","0.0-3.0-155.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-218-074-N.png"",""./GrayNonguns/cell_2.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-218-074-N.png","cell_2.png","",""
"","","sequential-priming","159","478298","0.0-3.0-156.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-254-152-N.png"",""./GrayNonguns/tool_2.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-254-152-N.png","tool_2.png","",""
"","","sequential-priming","160","481212","0.0-3.0-157.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-207-048-N.png"",""./GrayGuns/gun_12.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-207-048-N.png","gun_12.png","",""
"","","sequential-priming","161","484141","0.0-3.0-158.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-004-010-N.png"",""./GrayNonguns/wallet_2.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-004-010-N.png","wallet_2.png","",""
"","","sequential-priming","162","487059","0.0-3.0-159.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-212-097-N.png"",""./GrayNonguns/cell_6.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-212-097-N.png","cell_6.png","",""
"","","sequential-priming","163","489980","0.0-3.0-160.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-206-045-N.png"",""./GrayNonguns/cell_5.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-206-045-N.png","cell_5.png","",""
"","","sequential-priming","164","492897","0.0-3.0-161.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-036-031-N.png"",""./GrayNonguns/tool_4.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-036-031-N.png","tool_4.png","",""
"","","sequential-priming","165","495808","0.0-3.0-162.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-029-023-N.png"",""./GrayNonguns/wallet_1.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-029-023-N.png","wallet_1.png","",""
"","","sequential-priming","166","498719","0.0-3.0-163.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-004-010-N.png"",""./GrayGuns/gun_6.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-004-010-N.png","gun_6.png","",""
"","","sequential-priming","167","501630","0.0-3.0-164.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-220-068-N.png"",""./GrayGuns/gun_2.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-220-068-N.png","gun_2.png","",""
"","","sequential-priming","168","504547","0.0-3.0-165.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-206-045-N.png"",""./GrayGuns/gun_15.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-206-045-N.png","gun_15.png","",""
"","","sequential-priming","169","507467","0.0-3.0-166.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-031-003-N.png"",""./GrayNonguns/keys_2.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-031-003-N.png","keys_2.png","",""
"","","sequential-priming","170","510382","0.0-3.0-167.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-208-068-N.png"",""./GrayNonguns/cell_8.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-208-068-N.png","cell_8.png","",""
"","","sequential-priming","171","513298","0.0-3.0-168.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-253-119-N.png"",""./GrayGuns/gun_17.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-253-119-N.png","gun_17.png","",""
"","","sequential-priming","172","516213","0.0-3.0-169.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-003-002-N.png"",""./GrayGuns/gun_5.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-003-002-N.png","gun_5.png","",""
"","","sequential-priming","173","519126","0.0-3.0-170.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-037-025-N.png"",""./GrayNonguns/keys_7.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-037-025-N.png","keys_7.png","",""
"","","sequential-priming","174","522044","0.0-3.0-171.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-256-138-N.png"",""./GrayGuns/gun_1.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-256-138-N.png","gun_1.png","",""
"","","sequential-priming","175","524963","0.0-3.0-172.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-017-002-N.png"",""./GrayNonguns/cell_3.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-017-002-N.png","cell_3.png","",""
"","","sequential-priming","176","527874","0.0-3.0-173.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-017-002-N.png"",""./GrayGuns/gun_8.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-017-002-N.png","gun_8.png","",""
"","","sequential-priming","177","530791","0.0-3.0-174.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-035-032-N.png"",""./GrayGuns/gun_9.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-035-032-N.png","gun_9.png","",""
